vessel_name,owner,owner_address,vessel_type,flag,owner_location,home_port
BLUE SKY,BLUE SKY FISHING PRODUCER INC,"94-1156 MOHALU ST, WAIPAHU, HI 96797-4113, USA",Tuna longliner,USA,"('HI 96797-4113', None)","('Honolulu', None)"
CAPTAIN PAXTON,PAX FISHERY LLC,"1937 KILOLANI PL, HONOLULU, HI 96819-2671, USA",Tuna longliner,USA,"('HI 96819-2671', None)","('Honolulu', None)"
COMMANDER 1,NEW HOLLY FISHERY LLC,"7461 MAKAA ST, HONOLULU, HI 96825-3125, USA",Tuna longliner,USA,"('HI 96825-3125', None)","('Honolulu', None)"
HELEN,T&J FISHERY LLC,"47-435 MAPELE RD, KANEOHE, HI 96744-4914, USA",Tuna longliner,USA,"('HI 96744-4914', None)","('Honolulu', None)"
LADY ANN MARGARET,LADY ANN MARGARET INC,"1415 PUNAHOU ST APT 301, HONOLULU, HI 96822-4703, USA",Tuna longliner,USA,"('HI 96822-4703', None)","('Honolulu', None)"
LADY CINDY,B&J FISHERY LLC,"1612 LEILANI ST, HONOLULU, HI 96819-4218, USA",Tuna longliner,USA,"('HI 96819-4218', None)","('Honolulu', None)"
LADY MOCHA II,"LADY MOCHA II, INC.","1135 N NIMITZ HWY, HONOLULU, HI 96817-4522, USA",Tuna longliner,USA,"('HI 96817-4522', None)","('Honolulu', None)"
LIBRA,LIBRA DELTA LLC,"628 HONUA ST, HONOLULU, HI 96816-4904, USA",Tuna longliner,USA,"('HI 96816-4904', None)","('Honolulu', None)"
MISS ELLEN,DANG-HA BROTHER LLC,"1415 PUNAHOU ST APT 301, HONOLULU, HI 96822-4703, USA",Tuna longliner,USA,"('HI 96822-4703', None)","('Honolulu', None)"
MISS RACHEL,RACHEL LLC,"5984 KALANIANAOLE HWY, HONOLULU, HI 96821-2310, USA",Tuna longliner,USA,"('HI 96821-2310', None)","('Honolulu', None)"
MISS RENEE,PARADISE SPIRIT LLC,"1628 LEHIA ST, HONOLULU, HI 96818-1832, USA",Tuna longliner,USA,"('HI 96818-1832', None)","('Honolulu', None)"
OKAY,OKAY INC,"628 HONUA ST, HONOLULU, HI 96816-4904, USA",Tuna longliner,USA,"('HI 96816-4904', None)","('Honolulu', None)"
PAULINE II,"SKI PATROL FISHERIES, LLC","1435 BERNICE ST, HONOLULU, HI 96817-2761, USA",Tuna longliner,USA,"('HI 96817-2761', None)","('Honolulu', None)"
ST DAMIEN,"OKAY, LLC","628 HONUA ST, HONOLULU, HI 96816-4904, USA",Tuna longliner,USA,"('HI 96816-4904', None)","('Honolulu', None)"
NOREEN HAZEL-2,"NH AGRO INDUSTRIAL, INC.","Banisil, Tambler, General Santos City",Fish carrier,PHL,"('Tambler', None)","('General Santos', 'PHL')"
MARIANA,"NH AGRO INDUSTRIAL, INC.","BANISIL, TAMBLER, GENERAL SANTOS CITY",Fish carrier,PHL,"('TAMBLER', None)","('General Santos', 'PHL')"
NOREEN HAZEL 2,"NH AGRO INDUSTRIAL, INC.","BANISIL, TAMBLER, GENERAL SANTOS CITY, PHILIPPINES",Fish carrier,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
QUEEN MARILOU-999,BLUECATCH CORPORATION,"PUROK ESLOME, MAASIM, SARANGANI PROVINCE, PHILIPPINES",Tuna purse seiner,PHL,"('SARANGANI PROVINCE', 'PHL')","('General Santos', 'PHL')"
FRIO LAS PALMAS,SEABORN HONOR S.A.,"VIA ESPANA 122, DELTA TOWER, FLOOR 14, CITY OF PANAMA,REPUBLIC OF PANAMA",Fish carrier,PAN,"('CITY OF PANAMA', None)","('Panama', 'PAN')"
NO355 OYANG,OYANG CORPORATION,"2159, Namboosoonhwan-ro, Seocho-gu, Seoul, Korea",Tuna longliner,KOR,"('Seoul', None)","('Busan', None)"
MITRA JAYA BALI,"MITRA JAYA BALI, PT.","Jl. Nuansa Kori Utama I No. 18, Kel. Pedungan, Kec. Denpasar Selatan, Kota Denpasar, Prov. Bali",Purse seiner,IDN,"('Kota Denpasar', None)","('Semarang', 'IDN')"
LIAOYU REEFER 1,HONG KONG EVER OCEAN SHIPPING COMPANY LIMITED,"O TOWER GRAND MILLENNIUM PLAZA 183, QUEEN'S RD CENTRAL HONG KONGUNIT 2507, 25/F COSC",Fish carrier,PAN,"(""QUEEN'S RD CENTRAL HONG KONGUNIT 2507"", None)","('Panama', 'PAN')"
MITRA JAYA BALI 128,"MITRA JAYA BALI, PT.","Jl. Nuansa Kori Utama I No. 18, Kel. Pedungan, Kec. Denpasar Selatan, Kota Denpasar, Prov. Bali",Fish carrier,IDN,"('Kota Denpasar', None)","('Bagansiapiapi', 'IDN')"
ZAI SHENG FENG,"HORNG, TIAN-DING","No. 81, Zhongzheng Rd., Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 929002', None)","('Kaohsiung', None)"
LIAN HORNG NO67,"LIAN PANG FISHERY CO., LTD.","1F., No. 53, Zhongshanheng Rd., Xinxing Dist., Kaohsiung City 800051 , Taiwan (R.O.C.)",Tuna longliner,TWN,"('Kaohsiung City 800051', None)","('Kaohsiung', None)"
LADY TUNA,WANG TAT CORPORATION PTE LTD,10 ANSON ROAD #29-07 INTERNATIONAL PLAZA SINGAPORE 079903,Fish carrier,PAN,"(None, None)","('Panama', 'PAN')"
AWINDO 18,"Awindo International, PT.","Jl. Cumi Raya No. 7 Pelabuhan Muara Baru, Kel. Penjaringan, Kec. Penjaringan, Kota Jakarta Utara",Longliner,IDN,"('Kec. Penjaringan', None)","('Semarang', 'IDN')"
KOEI MARU NO31,YUGEN KAISHA KONDO GYOGYOBU,"61-2, AZA-WAKAMIYA, TOGURA, MINAMISANRIKU-CHO,MOTOYOSHI-GUN,MIYAGI, JAPAN",Tuna longliner,JPN,"('MIYAGI', 'JPN')","('Kesennuma', 'JPN')"
LUNG SOON NO116,"HONG YEN FISHERY CO., LTD.","No.39, Yugang S. 1st Rd., Qianzhen Dist., Kaohsiung City 80672, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Kaohsiung City 80672', None)","('Kaohsiung', None)"
HANARO,SEALAND TRADING SERVICES CORPORATION,"MMG TOWER 23rd floor, AVENIDA DEL PACIFICO AND AVENIDA PASEO DEL MAR, COSTA DEL ESTE, PANAMA , REPUBLIC OF PANAMA",Fish carrier,PAN,"('PANAMA', None)","('Panama', 'PAN')"
HIYOSHI MARU,TAIYO A&F KABUSHIKIGAISHA,"4-5,TOYOMI-CHO,CHUOH-KU,TOKYO,JAPAN",Fish carrier,JPN,"('TOKYO', 'JPN')","('Yaizu', 'JPN')"
TAIYO MARU NO38,ISHINOMAKI FISHERY CO.LTD,"2-12-3 Sakanamachi Ishinomaki-shi,Miyagi,Japan",Fish carrier,JPN,"('Miyagi', 'JPN')","('Tokyo', 'JPN')"
TAIYO MARU NO21,TAIYO A&F KABUSHIKIGAISHA,"4-5, TOYOMI-CHO, CHUO-KU, TOKYO, JAPAN",Purse seiner,JPN,"('TOKYO', 'JPN')","('Tokyo', 'JPN')"
NITTO MARU NO36,NITTOU SUISAN KABUSHIKIKAISHA,"5-6-28,MINATO,WAKKANAI-SHI,HOKKAIDO,JAPAN",Fish carrier,JPN,"('HOKKAIDO', 'JPN')","('Wakkanai', 'JPN')"
NITTO MARU NO31,NITTOU SUISAN KABUSHIKIKAISHA,"5-6-28,MINATO,WAKKANAI-SHI,HOKKAIDO,JAPAN",Purse seiner,JPN,"('HOKKAIDO', 'JPN')","('Wakkanai', 'JPN')"
LB 2P2,Rell and Renn Fishing Corporation,"Banisil, Tambler, General Santos City, Philippines",Unknown abbreviation,PHL,"('General Santos City', 'PHL')","('General Santos', 'PHL')"
LB RR 7D,RELL & RENN FISHING CORPORATION,"BANISIL, TAMBLER, GENERAL SANTOS CITY",Unknown abbreviation,PHL,"('TAMBLER', None)","('General Santos', 'PHL')"
LB CRISTINA-2,"CHL Fishing Industry, Inc.","Unihub Building, Pendatun Avenue, General Santos City, Philippines",Unknown abbreviation,PHL,"('General Santos City', 'PHL')","('General Santos', 'PHL')"
LB PRINCESS VICTORIA-2,"CHL Fishing Industry, Inc.","Unihub Building, Pendatun Avenue, General Santos City, Philippines",Unknown abbreviation,PHL,"('General Santos City', 'PHL')","('General Santos', 'PHL')"
OCEANUS,"DONGWON INDUSTRIES Co., Ltd","LTD/68, MABANG-RO, SEOCHO-GU, SEOUL, KOREA",Fish carrier,KOR,"('SEOUL', None)","('Jeju', None)"
SIN SAN CHING NO101,"CAI, CHANG-SYONG","No.42-3, Liyu Rd., Linbian Township, Pingtung County 92745, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 92745', None)","('Kaohsiung', None)"
SEA GLORY II,"SHANDONG ZHONGLU FISHERY SHIPPING CO., LTD","4F KEJICHENG BUILDING , 30 QUTANGXIA ROAD, QINGDAO, CHINA",Fish carrier,PAN,"('QINGDAO', 'CHN')","('Panama', 'PAN')"
LOUIE 888,MARCHAEL SEA VENTURES CORPORATION,"PUROK LOWER DARUSSALAM, BAWING, GENERAL SANTOS CITY, PHILIPPINES",Fish carrier,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
LB RRCS D15,RRCS MARINE AND INDUSTRIAL DEVELOPMENT CORPORATION,"Banisil, Tambler, General Santos City, Philippines",Unknown abbreviation,PHL,"('General Santos City', 'PHL')","('General Santos', 'PHL')"
LOUIE-20,MARCHAEL SEA VENTURES CORPORATION,"Purok Lower Darussalam, Bawing, General Santos City",Fish carrier,PHL,"('Bawing', None)","('General Santos', 'PHL')"
LB BAY-138,MARCHAEL SEA VENTURES CORPORATION,"Purok Lower Darussalam, Bawing, General Santos City, Philippines",Unknown abbreviation,PHL,"('General Santos City', 'PHL')","('General Santos', 'PHL')"
LB SAN FELIPE-129,NH AGRO INDUSTRIAL INC.,"TAMBLER, GENERAL SANTOS CITY",Unknown abbreviation,PHL,"('TAMBLER', None)","('General Santos', 'PHL')"
F/B SAN FELIPE-98,"NH AGRO INDUSTRIAL, INC.","Banisil, Tambler, General Santos City",Tuna purse seiner,PHL,"('Tambler', None)","('General Santos', 'PHL')"
F/B L/B SAN FELIPE-90,"NH AGRO INDUSTRIAL, INC.","Banisil, Tambler, General Santos City",Unknown abbreviation,PHL,"('Tambler', None)","('General Santos', 'PHL')"
XIN SHI JI 65,"ZHE JIANG OCEAN FAMILY CO., LTD.","NO.1-6 Shanghui Road,Ganlan Town,Dinghai District,Zhoushan City,Zhejiang  Province 603,Commercial Center,Zhoushan National Pelagic Fishery Base",Longliner,CHN,"('Commercial Center', None)","('Zhoushan', 'CHN')"
ANDALAN SUMBER LAUT,"Lautan Jaya Mandiri, PT.","Ruko Claster Jesisca 1 Blok A No.5, Kel. Sukamulya, Kec. Cikupa, Kab. Tangerang",Purse seiner,IDN,"('Kec. Cikupa', None)","('Jakarta', 'IDN')"
BINTANG BAHAGIA 68,"Bintang Bahagia Bersinar, PT.","Jl. Ikan Tuna 3 No.3, Kel. Pedungan, Kec. Denpasar Selatan, Kota Denpasar",Purse seiner,IDN,"('Kec. Denpasar Selatan', None)","('Semarang', 'IDN')"
BINTANG BAHAGIA 62,Martin,"Jl. Palapa XII No.21, BR/Link. Taman Sari, Kel. Sesetan, Kec. Denpasar Selatan, Kota Denpasar",Purse seiner,IDN,"('Kec. Denpasar Selatan', None)","('Bagansiapiapi', 'IDN')"
EITA MARU,KOO'S SHIPPING COMPANY S.A.,"4F NO.168, SONGJIANG RD., TAIPEI CITY, JHONGSHAN DISTRICT, TAIWAN R.O.C.",Fish carrier,PAN,"('JHONGSHAN DISTRICT', None)","('Panama', 'PAN')"
NO620 DONG WON,"DONGWON FISHERIES  Co., Ltd","4F, 38, DONGMAK-RO 8-GIL, MAPO-GU, SEOUL, KOREA",Tuna longliner,KOR,"('SEOUL', None)","('Busan', None)"
NO38 SEISHOMARU,SEIYO SUISAN KABUSHIKI GAISYA,"20, NAYAURA, MINAMIISE-CHO, WATARAI-GUN, MIE, JAPAN",Fish carrier,JPN,"('MIE', 'JPN')","('Minamiise', 'JPN')"
SEISHO MARU NO33,SEIYO SUISAN KABUSHIKI GAISHA,"20 NAYAURA,MINAMIISE-CHO,WATARAI-GUN,MIE,JAPAN",Fish carrier,JPN,"('MIE', 'JPN')","('Minamiise', 'JPN')"
SEISHO MARU NO88,SEIYO SUISAN KABUSHIKI GAISHA,"20,NAYAURA,MINAMIISE-CHO,WATARAI-GUN,MIE,JAPAN",Fish carrier,JPN,"('MIE', 'JPN')","('Minamiise', 'JPN')"
SEISHO MARU NO1,SEIYO SUISAN KABUSHIKI GAISHA,"20, NAYAURA, MINAMIISE-CHO, WATARAI-GUN, MIE, JAPAN",Purse seiner,JPN,"('MIE', 'JPN')","('Minamiise', 'JPN')"
LB BAY-188,MARCHAEL SEA VENTURES CORPORATION,"PUROK LOWER DARUSSALAM, BAWING, GENERAL SANTOS CITY, PHILIPPINES",Unknown abbreviation,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
LB STO NINO-814,"ISIDRO B. UY, JR.","Purok Bagong Silang, LABANGAL, GENERAL SANTOS CITY, PHILIPPINES",Unknown abbreviation,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
LB STO NINO-833,ISIDRO B. UY JR.,"Sitio Cabu Bawing General Santos City, Philippines",Unknown abbreviation,PHL,"('Sitio Cabu Bawing General Santos City', 'PHL')","('General Santos', 'PHL')"
LB STO NINO-821,STO. NINO AQUA FISHING VENTURES CORPORATION,"Cabu, Bawing, General Santos City, Philippines",Unknown abbreviation,PHL,"('General Santos City', 'PHL')","('General Santos', 'PHL')"
LB STO NINO-834,STO.  NINO AQUA FISHING VENTURES CORPORATION,"CABU, BAWING, GENERAL SANTOS CITY, PHILIPPINES",Unknown abbreviation,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
LB STO NINO-823,STO.  NINO AQUA FISHING VENTURES CORPORATION,"CABU, BAWING, GENERAL SANTOS CITY, PHILIPPINES",Unknown abbreviation,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
LB STO NINO-820,STO.  NINO AQUA FISHING VENTURE CORPORATION,"Cabu, Bawing, Genereal Santos City, Philippines",Unknown abbreviation,PHL,"('Genereal Santos City', 'PHL')","('General Santos', 'PHL')"
MASTER RUSTIN-9,"RUGELA FISHING INDUSTRIES, INC.","CALUMPANG, GENERAL SANTOS CITY",Fish carrier,PHL,"('CALUMPANG', None)","('General Santos', 'PHL')"
MASTER RUSTIN-8,"RUGELA FISHING INDUSTRIES, INC.","CALUMPANG, GENERAL SANTOS CITY, PHILIPPINES",Fish carrier,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
LB AQUA BLUE-01,BLUECATCH CORPORATION,"PUROK ESLOME, KABLACAN, MAASIM, SARANGANI PROVINCE, PHILIPPINES",Unknown abbreviation,PHL,"('SARANGANI PROVINCE', 'PHL')","('General Santos', 'PHL')"
LB AQUA BLUE,BLUECATCH CORPORATION,"Purok Eslome, Maasim, Sarangani Province, Philippines",Unknown abbreviation,PHL,"('Sarangani Province', 'PHL')","('General Santos', 'PHL')"
MASTER RUSTIN-4,"RUGELA FISHING INDUSTRIES, INCORPORATED","CALUMPANG, GENERAL SANTOS CITY, PHILIPPINES",Fish carrier,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
FB LOUIE-26,MARCHAEL SEA VENTURES CORPORATION,"PUROK LOWER DARUSSALAM, BAWING, GENERAL SANTOS CITY",Fish carrier,PHL,"('BAWING', None)","('General Santos', 'PHL')"
STARCKI CUATRO,STARCKI VENTURE CORPORATION,"Purok Cabu, Bawing General Santos City, Philippines",Unknown abbreviation,PHL,"('Bawing General Santos City', 'PHL')","('Manila', 'PHL')"
GERBERA-4,THUNNIDAE VENTURE CORPORATION,"Sitio Cabu, Brgy. Bawing, General Santos City, Philippines",Unknown abbreviation,PHL,"('General Santos City', 'PHL')","('General Santos', 'PHL')"
WAKABA MARU NO7,"KYOKUYO SUISAN CO., LTD.","1441-1, HABUCHI, YAIZU-SHI, SHIZUOKA-KEN, JAPAN",Tuna purse seiner,JPN,"('SHIZUOKA-KEN', 'JPN')","('Yaizu', 'JPN')"
WAKABA MARU NO5,"KYOKUYO SUISAN CO.,LTD.","1441-1, HABUCHI, YAIZU-SHI, SHIZUOKA-KEN, JAPAN",Tuna purse seiner,JPN,"('SHIZUOKA-KEN', 'JPN')","('Yaizu', 'JPN')"
SAL SIETE,EUTHYNNUS VENTURE CORPORATION,"SITIO CABU BRGY. BAWING, GENERAL SANTOS CITY, PHILIPPINES",Tuna purse seiner,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
SAL NUEVE,THUNNIDAE VENTURE CORPORATION,"SITIO CABU BRGY. BAWING, GENERAL SANTOS CITY",Purse seiner,PHL,"('SITIO CABU BRGY. BAWING', None)","('General Santos', 'PHL')"
AYANNA ALEXIS,EUTHYNNUS VENTURE CORPORATION,"SITIO CABUG, BRGY. BAWING, GENERAL SANTOS CITY",Purse seiner,PHL,"('BRGY. BAWING', None)","('General Santos', 'PHL')"
ST AGNES,EUTHYNNUS VENTURE CORPORATION,"Sitio Cabu, Bawing, General Santos City, Philippines",Fish carrier,PHL,"('General Santos City', 'PHL')","('General Santos', 'PHL')"
RICHARD JOHN,EUTHYNNUS VENTURE CORPORATION,"SITIO CABU, BRGY. BAWING, GENERAL SANTOS CITY",Fish carrier,PHL,"('BRGY. BAWING', None)","('General Santos', 'PHL')"
MA TERESA,EUTHYNNUS VENTURE CORPORATION,"SITIO CABU BRGY. BAWING, GENERAL SANTOS CITY, PHILIPPINES",Fish carrier,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
ISHI,EUTHYNNUS VENTURE CORPORATION,"SITIO CABU,  BRGY. BAWING, GENERAL SANTOS CITY, PHILIPPINES",Fish carrier,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
LB VIENT-012,MARCHAEL SEA VENTURES CORPORATION,"LOWER DARUSSALAM, BAWING, GENERAL SANTOS CITY, PHILIPPINES",Unknown abbreviation,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
LB VIENT-12,MARCHAEL SEA VENTURES CORPORATION,"PUROK LOWER DARUSSALAM, BAWING, GENERAL SANTOS CITY",Unknown abbreviation,PHL,"('BAWING', None)","('General Santos', 'PHL')"
LB VIENT-08,MARCHAEL SEA VENTURES CORPORATION,"LOWER DARUSSALAM, BAWING, GENERAL SANTOS CITY, PHILIPPINES",Unknown abbreviation,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
JIH YU NO968,"JIH YU FISHERY CO., LTD","11F.-3, No.247, Minsheng 1st Rd., Xinxing Dist., Kaohsiung City 80046, Taiwan (R.O.C.)",Tuna purse seiner,TWN,"('Kaohsiung City 80046', None)","('Kaohsiung', None)"
HONG AN NO2,SHUO LONG FISHERY CO. LTD.,"No.29-2, Binhai 2nd Rd., Gushan Dist., Kaohsiung City 80443, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Kaohsiung City 80443', None)","('Kaohsiung', None)"
MAN YING CAI NO6,"CHEN LIN, LI-LING","No.375, Mingde 1st Rd., Donggang Township, Pingtung County 928004, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928004', None)","('Kaohsiung', None)"
ARIS PUTRA JAYA,Tony Thomas,"Ika Building Komplek Duta Merlin Blok B31-B32, Jl. Gajah Mada No. 3-5, RT.001/RW.008, Kel. Petojo Utara, Kec. Gambir, Kota Jakarta Pusat, Prov. DKI Jakarta",Purse seiner,IDN,"('Kota Jakarta Pusat', None)","('Semarang', 'IDN')"
MASTER RUSTIN-3,"RUGELA FISHING INDUSTRIES, INCORPORATED","SAEG, CALUMPANG, GENERAL SANTOS CITY, PHILIPPINES",Fish carrier,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
MASTER RUSTIN-2,"RUGELA FISHING INDUSTRIES, INC.","CALUMPANG, GENERAL SANTOS CITY, PHILIPPINES",Fish carrier,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
MASTER RUSTIN-1,"RUGELA FISHING INDUSTRIES, INCORPORATED","SAEG, GENERAL SANTOS CITY, PHILIPPINES",Fish carrier,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
LADY GELAINE-18,"RUGELA FISHING INDUSTRIES, INC.","CALUMPANG, GENERAL SANTOS CITY",Fish carrier,PHL,"('CALUMPANG', None)","('General Santos', 'PHL')"
LADY GELAINE-17,"RUGELA FISHING INDUSTRIES, INC.","CALUMPANG, GENERAL SANTOS CITY, PHILIPPINES",Fish carrier,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
HUA FU 207,"HUA FU INTERNATIONAL GROUP ,S.A","NO. 15, FISHHARBOUR SOUTH 1st ROAD, CHIEN-CHEN DIST., KAOHSIUNG, TAIWAN, ROC",Fish carrier,PAN,"('TAIWAN', None)","('Panama', 'PAN')"
SOHO MARU NO88,KABUSHIKIKAISYA FUKUSHIMAGYOGYO,"2-1,Shimoteshiromori,Samemachi,Hachinohe-shi,Aomori-ken,Japan",Purse seiner,JPN,"('Aomori-ken', 'JPN')","('Hachinohe', 'JPN')"
SOHO MARU NO17,KABUSHIKIKAISYA FUKUSHIMAGYOGYO,"2-1,Shimoteshiromori,Samemachi,Hachinohe-shi,Aomori-ken,Japan",Fish carrier,JPN,"('Aomori-ken', 'JPN')","('Hachinohe', 'JPN')"
SOHO MARU NO83,KABUSHIKI KAISYA FUKUSHIMA GYOGYO,"2-1,Shimoteshiromori,Samemachi,Hachinohe-shi,Aomori-ken,Japan",Purse seiner,JPN,"('Aomori-ken', 'JPN')","('Hachinohe', 'JPN')"
LB LADY JANELLE-31,"RUGELA FISHING INDUSTRIES, INCORPORATED","CALUMPANG, GENERAL SANTOS CITY, PHILIPPINES",Unknown abbreviation,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
LB LADY JANELLE-30,"RUGELA FISHING INDUSTRIES, INCORPORATED","CALUMPANG, GENERAL SANTOS CITY, PHILIPPINES",Unknown abbreviation,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
LB LADY JANELLE-19,"RUGELA FISHING INDUSTRIES, INCORPORATED","CALUMPANG, GENERAL SANTOS CITY, PHILIPPINES",Unknown abbreviation,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
MAMA LOURDES-3,"RUGELA FISHING INDUSTRIES, INC.","CALUMPANG, GENERAL SANTOS CITY, PHILIPPINES",Purse seiner,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
LB LADY JANELLE-26,"RUGELA FISHING INDUSTRIES, INCORPORATED","CALUMPANG, GENERAL SANTOS CITY, PHILIPPINES",Unknown abbreviation,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
LB LADY JANELLE-20,"RUGELA FISHING INDUSTRIES, INCORPORATED","CALUMPANG, GENERAL SANTOS CITY, PHILIPPINES",Unknown abbreviation,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
LB LADY JANELLE-15,"RUGELA FISHING INDUSTRIES, INCORPORATED","CALUMPANG, GENERAL SANTOS CITY, PHILIPPINES",Unknown abbreviation,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
LADY EVELYN-38,"RUGELA FISHING INDUSTRIES, INCORPORATED","CALUMPANG, GENERAL SANTOS CITY",Purse seiner,PHL,"('CALUMPANG', None)","('General Santos', 'PHL')"
LB LADY JANELLE-25,"RUGELA FISHING INDUSTRIES, INC.","CALUMPANG, GENERAL SANTOS CITY",Unknown abbreviation,PHL,"('CALUMPANG', None)","('General Santos', 'PHL')"
LB LADY JANELLE-21,"RUGELA FISHING INDUSTRIES, INC.","CALUMPANG, GENERAL SANTOS CITY",Unknown abbreviation,PHL,"('CALUMPANG', None)","('General Santos', 'PHL')"
LB LADY JANELLE-16,"RUGELA FISHING INDUSTRIES, INC.","CALUMPANG, GENERAL SANTOS CITY",Unknown abbreviation,PHL,"('CALUMPANG', None)","('General Santos', 'PHL')"
LADY EVELYN-8,"RUGELA FISHING INDUSTRIES, INC.","CALUMPANG, GENERAL SANTOS CITY",Purse seiner,PHL,"('CALUMPANG', None)","('General Santos', 'PHL')"
PRINCESS MAVIE-101,MARCHAEL SEA VENTURES CORPORATION,"PUROK LOWER DARUSSALAM, BAWING, GENERAL SANTOS CITY",Purse seiner,PHL,"('BAWING', None)","('General Santos', 'PHL')"
OCEANIC BLUE,MARCHAEL SEA VENTURES CORPORATION,"Purok Lower Darussalam, Bawing, General Santos City",Purse seiner,PHL,"('Bawing', None)","('General Santos', 'PHL')"
LB V-19,MARCHAEL SEA VENTURES CORPORATION,"PUROK LOWER DARUSSALAM, BAWING, GENERAL SANTOS CITY",Unknown abbreviation,PHL,"('BAWING', None)","('General Santos', 'PHL')"
FUKUYO MARU NO17,KESENNUMA KANAE GYOGYO KABUSHIKI KAISHA,"502-1, Minatomachi, Kesennuma-Shi, Miyagi, Japan",Tuna longliner,JPN,"('Miyagi', 'JPN')","('Kesennuma', 'JPN')"
LB VIENT 18,MARCHAEL SEA VENTURES CORPORATION,"PUROK LOWER DARUSSALAM, BAWING, GENERAL SANTOS CITY",Unknown abbreviation,PHL,"('BAWING', None)","('General Santos', 'PHL')"
VIRGIN MARY OF CAYSASAY,MARCHAEL SEA VENTURES CORPORATION,"PUROK LOWER DARUSSALAM, BAWING, GENERAL SANTOS CITY",Purse seiner,PHL,"('BAWING', None)","('General Santos', 'PHL')"
F/B VIRGIN MARY OF CAYSASAY-01,MARCHAEL SEA VENTURES CORPORATION,"PUROK LOWER DARUSSALAM, BAWING, GENERAL SANTOS CITY",Purse seiner,PHL,"('BAWING', None)","('General Santos', 'PHL')"
ST MICHAEL 138,MARCHAEL SEA VENTURES CORPORATION,"PUROK LOWER DARUSSALAM, BAWING,GENERAL SANTOS CITY, PHILIPPINES",Purse seiner,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
KAICHUANG 102,"Shanghai Deepsea Fisheries Co., Ltd",6 Floor No.661 Anpu Road Shanghai,Fish carrier,CHN,"(None, None)","('Shanghai', 'CHN')"
FB LOUIE-25,MARCHAEL SEA VENTURES CORPORATION,"PUROK LOWER DARUSSALAM, BAWING, GENERAL SANTOS CITY",Fish carrier,PHL,"('BAWING', None)","('General Santos', 'PHL')"
KAICHUANG 101,"Shanghai Deepsea Fisheries Co., Ltd",6 Floor No.661 Anpu Road Shanghai,Fish carrier,CHN,"(None, None)","('Shanghai', 'CHN')"
LOUIE-22,MARCHAEL SEA VENTURES CORPORATION,"PUROK LOWER DARUSSALAM, BAWING, GENERAL SANTOS CITY",Fish carrier,PHL,"('BAWING', None)","('General Santos', 'PHL')"
LOUIE-19,MARCHAEL SEA VENTURES CORPORATION,"PUROK LOWER DARUSSALAM, BAWING, GENERAL SANTOS CITY",Fish carrier,PHL,"('BAWING', None)","('General Santos', 'PHL')"
LOUIE-14,MARCHAEL SEA VENTURES CORPORATION,"PUROK LOWER DARUSSALAM, BAWING, GENERAL SANTOS CITY, PHILIPPINES",Fish carrier,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
